feedback_text,count,percent
"Push-Up hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, trong nhịp tập tuần này.",13,0.0897
"Tôi thấy Crab Walk đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi tập với mức hiện tại.",13,0.0897
"Bài Push-Up dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",13,0.0897
"Tổng thể giáo án hợp với lịch và mục tiêu của tôi, nên tôi muốn giữ cấu trúc này thêm vài tuần. Mức đánh giá 5/5, khi so với khả năng hiện tại.",13,0.0897
"Seated Outer Thigh Abductor Machine phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, trong buổi tập này.",13,0.0897
"Glute Bridge March khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, trong lần đánh giá hôm nay.",13,0.0897
"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi so với khả năng hiện tại.",13,0.0897
"Tôi không hợp Glute Bridge March lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, khi tập với mức hiện tại.",13,0.0897
"Tôi thích Glute Bridge March, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, sau vài set đầu.",13,0.0897
"Bài Cable Kickback dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi theo giáo án hiện tại.",13,0.0897
"Bài Cable Kickback dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, ở bối cảnh lịch tập này.",13,0.0897
"Buổi này hơi nặng hoặc too long, tôi muốn reduce volume cho lần tới. Mức đánh giá 2/5, trong lần đánh giá hôm nay.",13,0.0897
"Buổi này hơi nặng hoặc too long, tôi muốn reduce volume cho lần tới. Mức đánh giá 2/5, khi xét cảm giác phục hồi.",13,0.0897
"Tôi thấy Smith Machine Reverse Lunge bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Monitor. Mức đánh giá 3/5, khi tập với mức hiện tại.",12,0.0828
"Tôi thấy Bicycle Crunch đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở phần cuối buổi.",12,0.0828
"Crab Walk khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.",12,0.0828
"Tôi thấy Bird Dog đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.",12,0.0828
"Tôi thích Push-Up, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",12,0.0828
"Copenhagen Adductor Drop ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, sau vài set đầu.",12,0.0828
"Tôi thích Seated Outer Thigh Abductor Machine, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, trong lần đánh giá hôm nay.",12,0.0828
"Seated Outer Thigh Abductor Machine phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, ở phần cuối buổi.",12,0.0828
"Tôi thấy Glute Bridge March đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, khi xét cảm giác phục hồi.",12,0.0828
"Bài Glute Bridge March làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",12,0.0828
"Bài Cable Kickback dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở bối cảnh lịch tập này.",12,0.0828
"Bài Cable Kickback dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi so với khả năng hiện tại.",12,0.0828
"Tôi không hợp Push-Up lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, khi tập với mức hiện tại.",11,0.0759
"Bài Close-Grip Push-Up dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Monitor. Mức đánh giá 3/5, sau khi hoàn thành phần chính.",11,0.0759
"Tôi thấy Bicycle Crunch đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi tập với mức hiện tại.",11,0.0759
"Tôi thấy Bird Dog đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở phần cuối buổi.",11,0.0759
"Dead Bug khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.",11,0.0759
"Tôi thấy Side Plank đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi tập với mức hiện tại.",11,0.0759
"Bài Push-Up dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",11,0.0759
"Bài Bird Dog vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi theo giáo án hiện tại.",11,0.0759
"Buổi này hơi nặng hoặc too long, tôi muốn reduce session duration cho lần tới. Mức đánh giá 1/5, khi theo giáo án hiện tại.",11,0.0759
"Kế hoạch hiện tại dùng được, nhưng tôi muốn theo dõi thêm trước khi tăng hoặc giảm khối lượng. Mức đánh giá 3/5, sau vài set đầu.",11,0.0759
"Kế hoạch hiện tại dùng được, nhưng tôi muốn theo dõi thêm trước khi tăng hoặc giảm khối lượng. Mức đánh giá 3/5, khi so với khả năng hiện tại.",11,0.0759
"Tổng thể giáo án hợp với lịch và mục tiêu của tôi, nên tôi muốn giữ cấu trúc này thêm vài tuần. Mức đánh giá 5/5, ở bối cảnh lịch tập này.",11,0.0759
"Tổng thể giáo án hợp với lịch và mục tiêu của tôi, nên tôi muốn giữ cấu trúc này thêm vài tuần. Mức đánh giá 4/5, ở bối cảnh lịch tập này.",11,0.0759
"Tôi thích Seated Outer Thigh Abductor Machine, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",11,0.0759
"Bài Smith Machine Shrug dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, sau khi hoàn thành phần chính.",11,0.0759
"Tôi thấy Glute Bridge March đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, ở phần cuối buổi.",11,0.0759
"Bài Glute Bridge March vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.",11,0.0759
"Tôi không hợp Glute Bridge March lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, ở phần cuối buổi.",11,0.0759
"Tôi thấy Glute Bridge March đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, khi tập với mức hiện tại.",11,0.0759
"Bài Cable Kickback dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, sau khi hoàn thành phần chính.",11,0.0759
"Tôi thích Cable Kickback, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",11,0.0759
"Cable Kickback phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, ở phần cuối buổi.",11,0.0759
"Tôi thấy Cable Kickback bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi tập với mức hiện tại.",11,0.0759
"Cable Kickback phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, trong buổi tập này.",11,0.0759
"Tôi thấy Cable Kickback bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, trong buổi tập này.",11,0.0759
"Tôi không hợp Cable Kickback lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, ở phần cuối buổi.",11,0.0759
"Wall Slide ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Monitor. Mức đánh giá 3/5, trong nhịp tập tuần này.",10,0.069
"Bài Bicycle Crunch vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",10,0.069
"Dead Bug khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",10,0.069
"Bài Glute Bridge vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi theo giáo án hiện tại.",10,0.069
"Bài Glute Bridge vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.",10,0.069
"Tôi thấy Bird Dog đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi tập với mức hiện tại.",10,0.069
"Tôi thấy Dead Bug đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi tập với mức hiện tại.",10,0.069
"Tôi thích Push-Up, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, trong nhịp tập tuần này.",10,0.069
"Push-Up phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, ở phần cuối buổi.",10,0.069
"Mountain Climbers phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",10,0.069
"Tôi thấy Bicycle Crunch đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.",10,0.069
"Buổi này hơi nặng hoặc too long, tôi muốn reduce session duration cho lần tới. Mức đánh giá 2/5, trong nhịp tập tuần này.",10,0.069
"Tổng thể giáo án hợp với lịch và mục tiêu của tôi, nên tôi muốn giữ cấu trúc này thêm vài tuần. Mức đánh giá 4/5, sau vài set đầu.",10,0.069
"Tổng thể giáo án hợp với lịch và mục tiêu của tôi, nên tôi muốn giữ cấu trúc này thêm vài tuần. Mức đánh giá 4/5, khi so với khả năng hiện tại.",10,0.069
"Tôi muốn tiếp tục với phong cách bài tập dễ theo dõi, ít mất thời gian setup và phù hợp mục tiêu. Mức đánh giá 4/5, ở bối cảnh lịch tập này.",10,0.069
"Copenhagen Adductor Drop ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, trong lần đánh giá hôm nay.",10,0.069
"Tôi thấy Copenhagen Adductor Drop bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, trong buổi tập này.",10,0.069
"Seated Outer Thigh Abductor Machine ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở lần ghi nhận gần đây.",10,0.069
"Tôi thấy Seated Outer Thigh Abductor Machine bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở phần cuối buổi.",10,0.069
"Smith Machine Shrug ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, trong lần đánh giá hôm nay.",10,0.069
"Tôi thấy Smith Machine Shrug bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở phần cuối buổi.",10,0.069
"Smith Machine Upright Row phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi tập với mức hiện tại.",10,0.069
