sample_id,sample_source,task_type,user_id,plan_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,completion_rate,set_completion_rate,skipped_rate,partial_rate,average_rpe,average_fatigue,pain_rate,trend,safety_status,risk_score,risk_flag_count,contraindication_match_count,pain_match_count,sentiment_positive_count,sentiment_neutral_count,sentiment_negative_count,too_easy_count,too_hard_count,liked_exercise_count,disliked_exercise_count,pain_related_exercise_count,recommended_action,days_per_week,label_name,label_value,feedback_id,history_session_id,history_item_id,plan_item_id,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,duration_feedback,progression_preference,requested_action,feedback_reason_tag_count,actual_rpe,actual_load_kg,difficulty_rating,exercise_enjoyment,pain_during_exercise,technique_quality,session_rpe,session_completion_pct,plan_item_role,exercise_preference,pain_area_count,safety_label
REC0000049,recommendation_training_dataset,recommendation,U000049,PLAN000049,EX0004,Advanced,General Fitness,Mobility and Flexibility,Prefer not to say,32,155.0,46.5,19.35,Normal,5,Chest Back Legs,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7805,0.9091,0.0,0.0,7.41,2.53,0.0488,,Safe,0.0,0.0,0.0,0.0,16.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,Reduce Difficulty,5.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000051,recommendation_training_dataset,recommendation,U000051,PLAN000051,EX0004,Intermediate,Fat Loss,Strength,Male,30,179.0,69.8,21.78,Normal,5,Chest Back Legs,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7568,0.8875,0.0,0.0,7.41,3.18,0.0541,,Safe,0.0,0.0,0.0,0.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,Reduce Difficulty,5.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000054,recommendation_training_dataset,recommendation,U000054,PLAN000054,EX0004,Advanced,Athletic Performance,General Fitness,Male,29,173.0,64.2,21.45,Normal,3,Push Pull Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7895,0.9486,0.0,0.0,7.48,2.78,0.0263,,Safe,0.0,0.0,0.0,0.0,20.0,8.0,4.0,0.0,0.0,1.0,1.0,0.0,Reduce Difficulty,3.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000055,recommendation_training_dataset,recommendation,U000055,PLAN000055,EX0037,Intermediate,Rehabilitation and Joint Health,Muscle Gain,Male,20,171.0,79.6,27.22,Overweight,4,Push Pull Legs,Limited Gym,2,1,1,Resistance Training,Beginner,Beginner,2,1,1,1.5,2.0,1.0,1.5,3.0,"[""Brachioradialis"", ""Brachialis""]","[""Biceps Brachii""]","[""Dumbbell""]",Elbow Flexion,"[""Elbow""]","[""Elbow pain""]",1,1,0.7778,0.9444,0.0,0.0,5.14,1.0,0.0,,Safe,0.0,0.0,0.0,0.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Keep,4.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000056,recommendation_training_dataset,recommendation,U000056,PLAN000056,EX0037,Advanced,Mobility and Flexibility,Muscular Endurance,Female,38,185.0,113.5,33.16,Obese,5,Full Body,Commercial Gym,2,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,2.0,1.0,1.5,3.0,"[""Brachioradialis"", ""Brachialis""]","[""Biceps Brachii""]","[""Dumbbell""]",Elbow Flexion,"[""Elbow""]","[""Elbow pain""]",1,1,0.7805,0.9498,0.0,0.0,6.13,2.08,0.0732,,Safe,0.0,0.0,0.0,0.0,19.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Reduce Difficulty,5.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000057,recommendation_training_dataset,recommendation,U000057,PLAN000057,EX0059,Beginner,Mobility and Flexibility,Rehabilitation and Joint Health,Female,32,173.0,85.6,28.6,Overweight,2,Push Pull Legs,Limited Gym,2,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.0,2.0,1.0,2.0,3.0,"[""Upper Trapezius""]","[""Levator Scapulae""]","[""Dumbbell""]",Scapular Elevation,"[""Neck"", ""Shoulder""]","[""Cervical spine issues"", ""Neck spasms""]",2,2,0.875,0.9688,0.0,0.0,6.09,2.06,0.0625,,Safe,0.0,0.0,0.0,0.0,14.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Reduce Difficulty,2.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000059,recommendation_training_dataset,recommendation,U000059,PLAN000059,EX0026,Intermediate,Mobility and Flexibility,Athletic Performance,Male,29,171.0,65.8,22.5,Normal,5,Body Part Split,Bodyweight Only,2,1,1,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.8857,0.9714,0.0,0.0,5.87,1.85,0.0,,Safe,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,5.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000060,recommendation_training_dataset,recommendation,U000060,PLAN000060,EX0004,Advanced,Athletic Performance,Fat Loss,Male,28,164.0,70.7,26.29,Overweight,3,Body Part Split,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7,0.925,0.0,0.0,7.39,3.24,0.05,,Safe,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Reduce Difficulty,3.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000061,recommendation_training_dataset,recommendation,U000061,PLAN000061,EX0242,Intermediate,Strength,Rehabilitation and Joint Health,Female,21,162.0,70.9,27.02,Overweight,6,Full Body,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.7895,0.9447,0.0,0.0,8.01,3.06,0.0526,,Safe,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Reduce Difficulty,6.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000062,recommendation_training_dataset,recommendation,U000062,PLAN000062,EX0026,Beginner,Rehabilitation and Joint Health,Fat Loss,Male,24,185.0,95.7,27.96,Overweight,3,Auto,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.8333,0.9722,0.0,0.0,5.06,1.0,0.0,,Safe,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,3.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000063,recommendation_training_dataset,recommendation,U000063,PLAN000063,EX0281,Advanced,Athletic Performance,Mobility and Flexibility,Male,21,173.0,81.7,27.3,Overweight,4,Full Body,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,3.0,3.5,2.5,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Resistance Band""]",Horizontal Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""Shoulder impingement""]",3,1,0.8537,0.9756,0.0,0.0,6.92,2.08,0.0732,,Safe,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reduce Difficulty,4.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000065,recommendation_training_dataset,recommendation,U000065,PLAN000065,EX0004,Advanced,General Fitness,Mobility and Flexibility,Male,26,175.0,91.9,30.01,Obese,3,Body Part Split,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.6486,0.9098,0.0,0.0,7.71,2.94,0.027,,Safe,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,3.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000066,recommendation_training_dataset,recommendation,U000066,PLAN000066,EX0004,Intermediate,Fat Loss,General Fitness,Male,22,167.0,74.9,26.86,Overweight,4,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8,0.9429,0.0,0.0,7.09,2.0,0.0,,Safe,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Keep,4.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000067,recommendation_training_dataset,recommendation,U000067,PLAN000067,EX0114,Advanced,Strength,Muscle Gain,Male,44,169.0,62.7,21.95,Normal,5,Push Pull Legs,Commercial Gym,2,0,0,Resistance Training,Advanced,Advanced,2,2,1,4.5,4.0,4.5,4.0,4.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Lateral Deltoid"", ""Upper Trapezius""]","[""Barbell""]",Vertical Push,"[""Shoulder"", ""Lower Back"", ""Hip""]","[""Poor hamstring mobility"", ""Lumbar disc issues""]",3,2,0.75,0.925,0.0,0.0,8.32,3.19,0.075,,Safe,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,Reduce Difficulty,5.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000068,recommendation_training_dataset,recommendation,U000068,PLAN000068,EX0242,Intermediate,Athletic Performance,General Fitness,Male,27,184.0,93.8,27.71,Overweight,2,Body Part Split,Commercial Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.7188,0.9196,0.0,0.0,7.37,2.72,0.0312,,Safe,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,2.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000069,recommendation_training_dataset,recommendation,U000069,PLAN000069,EX0003,Intermediate,Athletic Performance,Muscle Gain,Male,33,162.0,76.9,29.3,Overweight,4,Push Pull Legs,Commercial Gym,2,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.75,0.9167,0.0,0.0,7.03,2.09,0.0833,,Safe,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Reduce Difficulty,4.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000070,recommendation_training_dataset,recommendation,U000070,PLAN000070,EX0263,Advanced,General Fitness,Strength,Female,20,173.0,83.6,27.93,Overweight,2,Auto,Bodyweight Only,2,1,1,Bodyweight,Intermediate,Intermediate,3,3,1,3.0,3.0,4.5,4.0,4.0,"[""Pectoralis Major"", ""Anterior Deltoid"", ""Triceps Brachii""]","[""Core"", ""Erector Spinae"", ""Latissimus Dorsi""]","[""Mat""]",Total Body Integration,"[""Shoulder"", ""Lower Back"", ""Wrist""]","[""Spinal stenosis"", ""Shoulder impingement""]",3,2,0.7188,0.9062,0.0,0.0,7.34,2.52,0.0312,,Safe,0.0,0.0,0.0,0.0,7.0,10.0,2.0,0.0,2.0,1.0,1.0,1.0,Reduce Difficulty,2.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000073,recommendation_training_dataset,recommendation,U000073,PLAN000073,EX0004,Advanced,Strength,General Fitness,Female,20,165.0,78.0,28.65,Overweight,3,Body Part Split,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8571,0.9488,0.0,0.0,7.98,3.0,0.0,,Safe,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Reduce Difficulty,3.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000075,recommendation_training_dataset,recommendation,U000075,PLAN000075,EX0004,Intermediate,Athletic Performance,Muscle Gain,Male,34,175.0,77.9,25.44,Overweight,2,Body Part Split,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7812,0.9821,0.0,0.0,7.19,2.17,0.0,,Safe,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,2.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000076,recommendation_training_dataset,recommendation,U000076,PLAN000076,EX0004,Advanced,Athletic Performance,Muscle Gain,Male,29,178.0,83.5,26.35,Overweight,4,Body Part Split,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7222,0.9345,0.0,0.0,7.51,2.61,0.0556,,Safe,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Reduce Difficulty,4.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000077,recommendation_training_dataset,recommendation,U000077,PLAN000077,EX0107,Intermediate,Athletic Performance,Muscle Gain,Male,33,168.0,59.4,21.05,Normal,2,Upper Lower,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,1,1,2.0,2.0,2.0,1.5,3.0,"[""Rectus Abdominis"", ""Obliques""]","[""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Mat""]",Trunk Rotation,"[""Lower Back"", ""Neck""]","[""Lumbar disc herniation"", ""Neck strain""]",2,2,0.7812,0.9375,0.0,0.0,7.01,2.07,0.0625,,Safe,0.0,0.0,0.0,0.0,9.0,8.0,1.0,2.0,1.0,1.0,1.0,0.0,Reduce Difficulty,2.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000078,recommendation_training_dataset,recommendation,U000078,PLAN000078,EX0004,Advanced,Muscle Gain,Fat Loss,Female,26,169.0,84.8,29.69,Overweight,6,Body Part Split,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7436,0.936,0.0,0.0,8.38,3.0,0.0,,Safe,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,6.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000079,recommendation_training_dataset,recommendation,U000079,PLAN000079,EX0190,Advanced,Athletic Performance,Strength,Female,20,164.0,66.0,24.54,Normal,3,Push Pull Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.0,1.0,1.0,1.5,2.0,"[""Tibialis Anterior""]","[""Extensor Digitorum Longus""]","[""Wall""]",Ankle Dorsiflexion,"[""Ankle""]","[""None""]",1,1,0.7568,0.9459,0.0,0.0,7.33,2.46,0.0,,Safe,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,3.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000081,recommendation_training_dataset,recommendation,U000081,PLAN000081,EX0100,Advanced,Muscle Gain,Athletic Performance,Female,36,178.0,74.4,23.48,Normal,6,Upper Lower,Commercial Gym,2,0,0,Resistance Training,Intermediate,Intermediate,3,1,1,3.0,2.0,1.5,2.0,3.0,"[""Biceps Brachii"", ""Brachialis"", ""Brachioradialis""]","[""Forearm Extensors""]","[""Dumbbell""]",Elbow Flexion,"[""Elbow"", ""Wrist""]","[""Wrist tendonitis"", ""Tennis/Golfer elbow""]",2,2,0.775,0.9,0.0,0.0,8.31,3.69,0.0,,Safe,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,6.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000083,recommendation_training_dataset,recommendation,U000083,PLAN000083,EX0004,Advanced,Strength,Fat Loss,Male,27,182.0,86.7,26.17,Overweight,3,Body Part Split,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8333,0.9444,0.0,0.0,8.01,3.03,0.0278,,Safe,0.0,0.0,0.0,0.0,16.0,9.0,2.0,3.0,0.0,1.0,1.0,1.0,Keep,3.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000085,recommendation_training_dataset,recommendation,U000085,PLAN000085,EX0026,Advanced,Rehabilitation and Joint Health,Muscle Gain,Female,48,182.0,94.1,28.41,Overweight,3,Body Part Split,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.8718,0.9692,0.0,0.0,4.9,1.0,0.0,,Safe,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,3.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000086,recommendation_training_dataset,recommendation,U000086,PLAN000086,EX0281,Intermediate,Strength,Muscle Gain,Male,21,170.0,81.7,28.27,Overweight,6,Auto,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,3.0,3.5,2.5,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Resistance Band""]",Horizontal Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""Shoulder impingement""]",3,1,0.7838,0.9459,0.0,0.0,8.1,3.0,0.0,,Safe,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,6.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000087,recommendation_training_dataset,recommendation,U000087,PLAN000087,EX0260,Advanced,Athletic Performance,Mobility and Flexibility,Male,18,165.0,67.0,24.61,Normal,4,Upper Lower,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,3.5,4.5,3.0,4.0,4.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Dumbbell""]",Vertical Push,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement""]",3,1,0.8286,0.9062,0.0,0.0,7.2,2.56,0.0286,,Safe,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,4.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000089,recommendation_training_dataset,recommendation,U000089,PLAN000089,EX0227,Advanced,Muscular Endurance,Fat Loss,Female,35,170.0,50.6,17.51,Underweight,3,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.7895,0.9474,0.0,0.0,7.32,2.61,0.0526,,Safe,0.0,0.0,0.0,0.0,14.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,Reduce Difficulty,3.0,recommended_action,Reduce Difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000090,recommendation_training_dataset,recommendation,U000090,PLAN000090,EX0026,Intermediate,Mobility and Flexibility,Athletic Performance,Female,21,164.0,68.7,25.54,Overweight,2,Body Part Split,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.8125,0.9375,0.0,0.0,6.23,2.03,0.0312,,Safe,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,2.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000091,recommendation_training_dataset,recommendation,U000091,PLAN000091,EX0227,Intermediate,Muscular Endurance,Athletic Performance,Male,31,175.0,95.6,31.22,Obese,4,Upper Lower,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.7805,0.9268,0.0,0.0,7.01,2.03,0.0244,,Safe,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,4.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000092,recommendation_training_dataset,recommendation,U000092,PLAN000092,EX0004,Advanced,General Fitness,Fat Loss,Male,39,176.0,76.0,24.54,Normal,3,Full Body,Limited Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8718,0.9744,0.0,0.0,6.77,2.03,0.0256,,Safe,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,3.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000093,recommendation_training_dataset,recommendation,U000093,PLAN000093,EX0004,Beginner,Fat Loss,Athletic Performance,Male,23,165.0,72.4,26.59,Overweight,4,Upper Lower,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8108,0.973,0.0,0.0,6.91,2.0,0.0,,Safe,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,4.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000094,recommendation_training_dataset,recommendation,U000094,PLAN000094,EX0004,Beginner,General Fitness,Rehabilitation and Joint Health,Female,37,179.0,65.5,20.44,Normal,6,Auto,Commercial Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8857,0.9714,0.0,0.0,6.89,2.12,0.0,,Safe,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,6.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
REC0000095,recommendation_training_dataset,recommendation,U000095,PLAN000095,EX0243,Advanced,Muscle Gain,Strength,Female,18,168.0,58.7,20.8,Normal,6,Chest Back Legs,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,3.0,4.0,3.0,3.5,4.0,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Lateral Deltoid"", ""Upper Trapezius"", ""Pectoralis Major (Clavicular Head)""]","[""Kettlebell""]",Vertical Push,"[""Shoulder"", ""Lower Back"", ""Wrist""]","[""Shoulder impingement"", ""Wrist pain""]",3,2,0.8,0.9218,0.0,0.0,8.27,3.03,0.025,,Safe,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keep,6.0,recommended_action,Keep,,,,,,,,,,,,,,,,,,,,,,,,,,
