sample_id,user_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,pain_rate,pain_feedback,pain_area_count,pain_during_exercise,pain_match_count,contraindication_match_count,risk_flag_count,risk_score,safety_label
SAFE0000055,U000055,EX0037,Intermediate,Rehabilitation and Joint Health,Muscle Gain,Male,20,171.0,79.6,27.22,Overweight,4,Push Pull Legs,Limited Gym,2,1,1,Resistance Training,Beginner,Beginner,2,1,1,1.5,2.0,1.0,1.5,3.0,"[""Brachioradialis"", ""Brachialis""]","[""Biceps Brachii""]","[""Dumbbell""]",Elbow Flexion,"[""Elbow""]","[""Elbow pain""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000056,U000056,EX0037,Advanced,Mobility and Flexibility,Muscular Endurance,Female,38,185.0,113.5,33.16,Obese,5,Full Body,Commercial Gym,2,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,2.0,1.0,1.5,3.0,"[""Brachioradialis"", ""Brachialis""]","[""Biceps Brachii""]","[""Dumbbell""]",Elbow Flexion,"[""Elbow""]","[""Elbow pain""]",1,1,0.0732,,0,,0,0,0,0.0,Safe
SAFE0000057,U000057,EX0059,Beginner,Mobility and Flexibility,Rehabilitation and Joint Health,Female,32,173.0,85.6,28.6,Overweight,2,Push Pull Legs,Limited Gym,2,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.0,2.0,1.0,2.0,3.0,"[""Upper Trapezius""]","[""Levator Scapulae""]","[""Dumbbell""]",Scapular Elevation,"[""Neck"", ""Shoulder""]","[""Cervical spine issues"", ""Neck spasms""]",2,2,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000058,U000058,EX0004,Advanced,Muscle Gain,Muscular Endurance,Male,19,163.0,69.8,26.27,Overweight,4,Full Body,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.027,,0,,0,0,0,0.0,Safe
SAFE0000059,U000059,EX0026,Intermediate,Mobility and Flexibility,Athletic Performance,Male,29,171.0,65.8,22.5,Normal,5,Body Part Split,Bodyweight Only,2,1,1,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000060,U000060,EX0004,Advanced,Athletic Performance,Fat Loss,Male,28,164.0,70.7,26.29,Overweight,3,Body Part Split,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.05,,0,,0,0,0,0.0,Safe
SAFE0000061,U000061,EX0242,Intermediate,Strength,Rehabilitation and Joint Health,Female,21,162.0,70.9,27.02,Overweight,6,Full Body,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.0526,,0,,0,0,0,0.0,Safe
SAFE0000062,U000062,EX0026,Beginner,Rehabilitation and Joint Health,Fat Loss,Male,24,185.0,95.7,27.96,Overweight,3,Auto,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000063,U000063,EX0281,Advanced,Athletic Performance,Mobility and Flexibility,Male,21,173.0,81.7,27.3,Overweight,4,Full Body,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,3.0,3.5,2.5,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Resistance Band""]",Horizontal Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""Shoulder impingement""]",3,1,0.0732,,0,,0,0,0,0.0,Safe
SAFE0000064,U000064,EX0004,Intermediate,Muscle Gain,Mobility and Flexibility,Male,34,165.0,70.9,26.04,Overweight,3,Push Pull Legs,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0513,,0,,0,0,0,0.0,Safe
SAFE0000065,U000065,EX0004,Advanced,General Fitness,Mobility and Flexibility,Male,26,175.0,91.9,30.01,Obese,3,Body Part Split,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.027,,0,,0,0,0,0.0,Safe
SAFE0000066,U000066,EX0004,Intermediate,Fat Loss,General Fitness,Male,22,167.0,74.9,26.86,Overweight,4,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000067,U000067,EX0114,Advanced,Strength,Muscle Gain,Male,44,169.0,62.7,21.95,Normal,5,Push Pull Legs,Commercial Gym,2,0,0,Resistance Training,Advanced,Advanced,2,2,1,4.5,4.0,4.5,4.0,4.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Lateral Deltoid"", ""Upper Trapezius""]","[""Barbell""]",Vertical Push,"[""Shoulder"", ""Lower Back"", ""Hip""]","[""Poor hamstring mobility"", ""Lumbar disc issues""]",3,2,0.075,No Pain,0,,0,0,0,0.0,Safe
SAFE0000068,U000068,EX0242,Intermediate,Athletic Performance,General Fitness,Male,27,184.0,93.8,27.71,Overweight,2,Body Part Split,Commercial Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000069,U000069,EX0003,Intermediate,Athletic Performance,Muscle Gain,Male,33,162.0,76.9,29.3,Overweight,4,Push Pull Legs,Commercial Gym,2,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.0833,,0,,0,0,0,0.0,Safe
SAFE0000070,U000070,EX0263,Advanced,General Fitness,Strength,Female,20,173.0,83.6,27.93,Overweight,2,Auto,Bodyweight Only,2,1,1,Bodyweight,Intermediate,Intermediate,3,3,1,3.0,3.0,4.5,4.0,4.0,"[""Pectoralis Major"", ""Anterior Deltoid"", ""Triceps Brachii""]","[""Core"", ""Erector Spinae"", ""Latissimus Dorsi""]","[""Mat""]",Total Body Integration,"[""Shoulder"", ""Lower Back"", ""Wrist""]","[""Spinal stenosis"", ""Shoulder impingement""]",3,2,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000071,U000071,EX0026,Beginner,Muscle Gain,General Fitness,Female,30,173.0,86.3,28.83,Overweight,2,Body Part Split,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000072,U000072,EX0194,Intermediate,Fat Loss,General Fitness,Male,29,184.0,81.9,24.19,Normal,6,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,4,1,4.5,3.0,1.0,3.0,8.0,"[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]","[""Triceps Brachii"", ""Anterior Deltoid"", ""Hamstrings"", ""Calves""]","[""Bodyweight""]",Total Body Integration,"[""Wrist"", ""Knee"", ""Lower Back""]",[],3,0,0.0811,,0,,0,0,0,0.0,Safe
SAFE0000073,U000073,EX0004,Advanced,Strength,General Fitness,Female,20,165.0,78.0,28.65,Overweight,3,Body Part Split,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000074,U000074,EX0004,Intermediate,Fat Loss,Strength,Male,28,174.0,99.8,32.96,Obese,4,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.05,,0,,0,0,0,0.0,Safe
SAFE0000075,U000075,EX0004,Intermediate,Athletic Performance,Muscle Gain,Male,34,175.0,77.9,25.44,Overweight,2,Body Part Split,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000076,U000076,EX0004,Advanced,Athletic Performance,Muscle Gain,Male,29,178.0,83.5,26.35,Overweight,4,Body Part Split,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0556,,0,,0,0,0,0.0,Safe
SAFE0000077,U000077,EX0107,Intermediate,Athletic Performance,Muscle Gain,Male,33,168.0,59.4,21.05,Normal,2,Upper Lower,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,1,1,2.0,2.0,2.0,1.5,3.0,"[""Rectus Abdominis"", ""Obliques""]","[""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Mat""]",Trunk Rotation,"[""Lower Back"", ""Neck""]","[""Lumbar disc herniation"", ""Neck strain""]",2,2,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000078,U000078,EX0004,Advanced,Muscle Gain,Fat Loss,Female,26,169.0,84.8,29.69,Overweight,6,Body Part Split,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000079,U000079,EX0190,Advanced,Athletic Performance,Strength,Female,20,164.0,66.0,24.54,Normal,3,Push Pull Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.0,1.0,1.0,1.5,2.0,"[""Tibialis Anterior""]","[""Extensor Digitorum Longus""]","[""Wall""]",Ankle Dorsiflexion,"[""Ankle""]","[""None""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000080,U000080,EX0004,Advanced,Strength,Mobility and Flexibility,Female,18,166.0,75.2,27.29,Overweight,3,Auto,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0286,,0,,0,0,0,0.0,Safe
SAFE0000081,U000081,EX0100,Advanced,Muscle Gain,Athletic Performance,Female,36,178.0,74.4,23.48,Normal,6,Upper Lower,Commercial Gym,2,0,0,Resistance Training,Intermediate,Intermediate,3,1,1,3.0,2.0,1.5,2.0,3.0,"[""Biceps Brachii"", ""Brachialis"", ""Brachioradialis""]","[""Forearm Extensors""]","[""Dumbbell""]",Elbow Flexion,"[""Elbow"", ""Wrist""]","[""Wrist tendonitis"", ""Tennis/Golfer elbow""]",2,2,0.0,,0,,0,0,0,0.0,Safe
SAFE0000082,U000082,EX0270,Intermediate,Muscle Gain,Athletic Performance,Female,32,165.0,79.1,29.05,Overweight,6,Upper Lower,Home Gym,2,0,0,Resistance Training,Beginner,Beginner,3,1,1,1.5,1.5,2.5,2.0,2.0,"[""Hamstrings"", ""Gluteus Maximus"", ""Erector Spinae""]","[""None""]","[""Resistance Band""]",Hinge,"[""Lower Back""]","[""Acute low back pain""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000083,U000083,EX0004,Advanced,Strength,Fat Loss,Male,27,182.0,86.7,26.17,Overweight,3,Body Part Split,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0278,,0,,0,0,0,0.0,Safe
SAFE0000084,U000084,EX0227,Advanced,Fat Loss,Athletic Performance,Prefer not to say,32,167.0,88.7,31.8,Obese,5,Upper Lower,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0488,,0,,0,0,0,0.0,Safe
SAFE0000085,U000085,EX0026,Advanced,Rehabilitation and Joint Health,Muscle Gain,Female,48,182.0,94.1,28.41,Overweight,3,Body Part Split,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000086,U000086,EX0281,Intermediate,Strength,Muscle Gain,Male,21,170.0,81.7,28.27,Overweight,6,Auto,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,3.0,3.5,2.5,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Resistance Band""]",Horizontal Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""Shoulder impingement""]",3,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000087,U000087,EX0260,Advanced,Athletic Performance,Mobility and Flexibility,Male,18,165.0,67.0,24.61,Normal,4,Upper Lower,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,3.5,4.5,3.0,4.0,4.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Dumbbell""]",Vertical Push,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement""]",3,1,0.0286,,0,,0,0,0,0.0,Safe
SAFE0000088,U000088,EX0004,Advanced,Muscle Gain,Muscular Endurance,Male,37,185.0,90.5,26.44,Overweight,2,Upper Lower,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000089,U000089,EX0227,Advanced,Muscular Endurance,Fat Loss,Female,35,170.0,50.6,17.51,Underweight,3,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0526,,0,,0,0,0,0.0,Safe
SAFE0000090,U000090,EX0026,Intermediate,Mobility and Flexibility,Athletic Performance,Female,21,164.0,68.7,25.54,Overweight,2,Body Part Split,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000091,U000091,EX0227,Intermediate,Muscular Endurance,Athletic Performance,Male,31,175.0,95.6,31.22,Obese,4,Upper Lower,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0244,,0,,0,0,0,0.0,Safe
SAFE0000092,U000092,EX0004,Advanced,General Fitness,Fat Loss,Male,39,176.0,76.0,24.54,Normal,3,Full Body,Limited Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0256,,0,,0,0,0,0.0,Safe
SAFE0000093,U000093,EX0004,Beginner,Fat Loss,Athletic Performance,Male,23,165.0,72.4,26.59,Overweight,4,Upper Lower,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000094,U000094,EX0004,Beginner,General Fitness,Rehabilitation and Joint Health,Female,37,179.0,65.5,20.44,Normal,6,Auto,Commercial Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000095,U000095,EX0243,Advanced,Muscle Gain,Strength,Female,18,168.0,58.7,20.8,Normal,6,Chest Back Legs,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,3.0,4.0,3.0,3.5,4.0,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Lateral Deltoid"", ""Upper Trapezius"", ""Pectoralis Major (Clavicular Head)""]","[""Kettlebell""]",Vertical Push,"[""Shoulder"", ""Lower Back"", ""Wrist""]","[""Shoulder impingement"", ""Wrist pain""]",3,2,0.025,,0,,0,0,0,0.0,Safe
SAFE0000096,U000096,EX0242,Advanced,Strength,Muscular Endurance,Female,22,165.0,70.8,26.01,Overweight,6,Body Part Split,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.0526,,0,,0,0,0,0.0,Safe
SAFE0000097,U000097,EX0004,Intermediate,General Fitness,Rehabilitation and Joint Health,Male,23,165.0,63.8,23.43,Normal,4,Auto,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0556,,0,,0,0,0,0.0,Safe
SAFE0000098,U000098,EX0242,Advanced,Strength,Athletic Performance,Male,39,160.0,70.9,27.7,Overweight,4,Auto,Limited Gym,2,1,1,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.0244,,0,,0,0,0,0.0,Safe
SAFE0000099,U000099,EX0270,Intermediate,Athletic Performance,General Fitness,Female,47,183.0,60.0,17.92,Underweight,4,Upper Lower,Home Gym,2,0,0,Resistance Training,Beginner,Beginner,3,1,1,1.5,1.5,2.5,2.0,2.0,"[""Hamstrings"", ""Gluteus Maximus"", ""Erector Spinae""]","[""None""]","[""Resistance Band""]",Hinge,"[""Lower Back""]","[""Acute low back pain""]",1,1,0.0513,,0,,0,0,0,0.0,Safe
SAFE0000100,U000100,EX0242,Advanced,Strength,Athletic Performance,Male,19,172.0,56.8,19.2,Normal,6,Upper Lower,Home Gym,4,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.0541,,0,,0,0,0,0.0,Safe
SAFE0000101,U000101,EX0004,Beginner,Strength,Athletic Performance,Female,24,154.0,61.0,25.72,Overweight,5,Body Part Split,Commercial Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0286,,0,,0,0,0,0.0,Safe
SAFE0000102,U000102,EX0004,Intermediate,Muscle Gain,Rehabilitation and Joint Health,Female,22,155.0,47.5,19.77,Normal,3,Upper Lower,Commercial Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000103,U000103,EX0179,Beginner,Athletic Performance,Muscular Endurance,Male,28,167.0,93.4,33.49,Obese,3,Upper Lower,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,2,2,1,2.5,1.5,1.5,1.5,2.5,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Core Anti-Extension,"[""Lower Back""]","[""None""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000104,U000104,EX0194,Intermediate,General Fitness,Strength,Male,30,167.0,67.0,24.02,Normal,6,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,4,1,4.5,3.0,1.0,3.0,8.0,"[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]","[""Triceps Brachii"", ""Anterior Deltoid"", ""Hamstrings"", ""Calves""]","[""Bodyweight""]",Total Body Integration,"[""Wrist"", ""Knee"", ""Lower Back""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000105,U000105,EX0004,Beginner,Fat Loss,Strength,Male,25,173.0,92.0,30.74,Obese,5,Auto,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0488,,0,,0,0,0,0.0,Safe
SAFE0000106,U000106,EX0095,Intermediate,Athletic Performance,General Fitness,Male,23,159.0,84.4,33.38,Obese,4,Push Pull Legs,Home Gym,4,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,4.0,4.5,3.5,3.5,5.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Barbell""]",Vertical Push,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement"", ""Lumbar spine instability""]",3,2,0.0513,,0,,0,0,0,0.0,Safe
SAFE0000107,U000107,EX0263,Advanced,Muscular Endurance,Mobility and Flexibility,Male,22,159.0,63.8,25.24,Overweight,2,Body Part Split,Bodyweight Only,3,1,1,Bodyweight,Intermediate,Intermediate,3,3,1,3.0,3.0,4.5,4.0,4.0,"[""Pectoralis Major"", ""Anterior Deltoid"", ""Triceps Brachii""]","[""Core"", ""Erector Spinae"", ""Latissimus Dorsi""]","[""Mat""]",Total Body Integration,"[""Shoulder"", ""Lower Back"", ""Wrist""]","[""Spinal stenosis"", ""Shoulder impingement""]",3,2,0.0,,0,,0,0,1,0.55,Review
SAFE0000108,U000108,EX0340,Intermediate,Rehabilitation and Joint Health,Fat Loss,Male,36,176.0,63.0,20.34,Normal,6,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,0.0,No Pain,0,,0,0,0,0.0,Safe
SAFE0000109,U000109,EX0004,Beginner,Muscular Endurance,Strength,Male,26,180.0,53.5,16.51,Underweight,3,Auto,Commercial Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.025,,0,,0,0,0,0.0,Safe
