plan_item_id,plan_id,week_number,day_number,day_name,day_type,session_name,exercise_role,priority_score,selection_reason,focus_muscles,exercise_order,exercise_id,exercise_name_snapshot,exercise_min_level_snapshot,exercise_goals_snapshot,exercise_equipment_snapshot,primary_muscles_snapshot,sets,rep_min,rep_max,duration_seconds,intensity_unit,target_intensity,rest_seconds,tempo,set_type,warmup_sets,is_optional,progression_rule,substitution_exercise_ids,coaching_note
WPI00000027,PLAN000002,1,1,Monday,Training,Day 1 - Auto,Secondary Compound,4,priority-muscle aligned; covers Horizontal Push; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Pectoralis Major""]",3,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",3,4,6,,RPE,8,150,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000028,PLAN000002,1,2,Saturday,Training,Day 2 - Auto,Primary Compound,5,primary-goal aligned; priority-muscle aligned; covers Horizontal Push; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Pectoralis Major""]",1,EX0003,Machine Chest Press,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Chest Press Machine""]","[""Pectoralis Major""]",3,4,6,,RPE,8,150,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000029,PLAN000002,1,2,Saturday,Training,Day 2 - Auto,Primary Compound,5,primary-goal aligned; priority-muscle aligned; covers Horizontal Push; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Pectoralis Major""]",2,EX0210,Seated Machine Chest Press,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Chest Press Machine""]","[""Pectoralis Major""]",3,4,6,,RPE,8,150,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000030,PLAN000002,1,2,Saturday,Training,Day 2 - Auto,Secondary Compound,4,priority-muscle aligned; covers Horizontal Push; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Pectoralis Major""]",3,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",3,4,6,,RPE,8,150,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000031,PLAN000003,1,1,Tuesday,Training,Day 1 - Chest,Primary Compound,4,primary-goal aligned; covers Horizontal Push; training-level compatible; equipment-compatible,"[""Pectoralis Major""]",1,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000032,PLAN000003,1,1,Tuesday,Training,Day 1 - Chest,Primary Compound,3,covers Horizontal Push; training-level compatible; equipment-compatible,"[""Pectoralis Major"", ""Triceps Brachii""]",2,EX0242,Dumbbell Floor Press,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Pectoralis Major"", ""Triceps Brachii""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000033,PLAN000003,1,2,Wednesday,Training,Day 2 - Back,Isolation,4,priority-muscle aligned; covers Horizontal Pull; training-level compatible; equipment-compatible,"[""Posterior Deltoid""]",4,EX0068,Bent-Over Dumbbell Reverse Fly,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Posterior Deltoid""]",2,10,15,,RPE,7,45,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000034,PLAN000003,1,2,Wednesday,Training,Day 2 - Back,Primary Compound,4,primary-goal aligned; covers Vertical Pull; training-level compatible; equipment-compatible,"[""Latissimus Dorsi""]",1,EX0011,Pull-Up,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Pull-up Bar""]","[""Latissimus Dorsi""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000035,PLAN000003,1,2,Wednesday,Training,Day 2 - Back,Secondary Compound,4,primary-goal aligned; covers Vertical Pull; training-level compatible; equipment-compatible,"[""Latissimus Dorsi"", ""Biceps Brachii""]",2,EX0012,Chin-Up,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Pull-up Bar""]","[""Latissimus Dorsi"", ""Biceps Brachii""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000036,PLAN000003,1,2,Wednesday,Training,Day 2 - Back,Secondary Compound,4,primary-goal aligned; covers Horizontal Pull; training-level compatible; equipment-compatible,"[""Latissimus Dorsi"", ""Rhomboids""]",3,EX0099,Renegade Row,Advanced,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Latissimus Dorsi"", ""Rhomboids""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000037,PLAN000003,1,2,Wednesday,Training,Day 2 - Back,Isolation,3,covers Scapular Elevation; training-level compatible; equipment-compatible,"[""Upper Trapezius""]",5,EX0289,Dumbbell Shrug (Seated),Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell"", ""Bench""]","[""Upper Trapezius""]",2,10,15,,RPE,7,45,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000038,PLAN000003,1,2,Wednesday,Training,Day 2 - Back,Isolation,3,covers Elbow Flexion; training-level compatible; equipment-compatible,"[""Brachioradialis"", ""Brachialis""]",6,EX0037,Dumbbell Hammer Curl,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Brachioradialis"", ""Brachialis""]",2,10,15,,RPE,7,45,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000039,PLAN000003,1,3,Friday,Training,Day 3 - Legs,Primary Compound,4,primary-goal aligned; covers Squat; training-level compatible; equipment-compatible,"[""Quadriceps"", ""Gluteus Maximus""]",1,EX0256,Dumbbell Front Squat,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Quadriceps"", ""Gluteus Maximus""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000040,PLAN000003,1,3,Friday,Training,Day 3 - Legs,Primary Compound,4,primary-goal aligned; covers Lunge; training-level compatible; equipment-compatible,"[""Quadriceps"", ""Gluteus Maximus""]",2,EX0238,Alternating Dumbbell Walking Lunge,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Quadriceps"", ""Gluteus Maximus""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00000041,PLAN000003,1,3,Friday,Training,Day 3 - Legs,Secondary Compound,4,primary-goal aligned; covers Lunge; training-level compatible; equipment-compatible,"[""Quadriceps"", ""Gluteus Maximus""]",3,EX0040,Dumbbell Walking Lunge,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Quadriceps"", ""Gluteus Maximus""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
