feedback_id,user_id,plan_id,history_session_id,history_item_id,plan_item_id,exercise_id,feedback_scope,feedback_type,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,pain_areas,duration_feedback,exercise_preference,progression_preference,requested_action,feedback_text,feedback_reason_tags,source_context,feedback_status,record_source,is_synthetic,created_at,updated_at
FB00000048,U000414,PLAN000914,WHS00016789,WHI000073333,WPI00015988,EX0274,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Pain,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Review Safety,"Tôi cảm thấy pain ở Joint discomfort khi tập Side-Lying Inner Thigh Raise, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, ở lần ghi nhận gần đây.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-02-14T18:00:00,2026-08-12T08:36:22
FB00000049,U000409,PLAN000909,WHS00016703,WHI000072963,WPI00015928,EX0314,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Standing Ab Wheel Rollout, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-04-09T18:00:00,2026-08-12T08:36:22
FB00000050,U000408,PLAN000908,WHS00016691,WHI000072939,WPI00015919,EX0004,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Push-Up, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, ở bối cảnh lịch tập này.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-07-02T18:00:00,2026-08-12T08:36:22
FB00000051,U000407,PLAN000907,WHS00016673,WHI000072899,WPI00015905,EX0009,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Pain,"[""Back""]",Not Applicable,Dislike,Reduce Difficulty,Review Safety,"Machine Row tạo cảm giác không thật ổn ở Back, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-02-12T18:00:00,2026-08-12T08:36:22
FB00000052,U000405,PLAN000905,WHS00016634,WHI000072823,WPI00015895,EX0004,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Push-Up tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-06-15T18:00:00,2026-08-12T08:36:22
FB00000053,U000403,PLAN000903,WHS00016597,WHI000072673,WPI00015866,EX0277,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Knee""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Crab Walk tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-05-18T18:00:00,2026-08-12T08:36:22
FB00000054,U000401,PLAN000901,WHS00016565,WHI000072547,WPI00015841,EX0149,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Knee""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Donkey Kick tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, ở phần cuối buổi.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-02-02T18:00:00,2026-08-12T08:36:22
FB00000055,U000399,PLAN000899,WHS00016529,WHI000072395,WPI00015816,EX0141,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Pain,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Review Safety,"Khi thực hiện Band Pull-Apart, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, khi theo giáo án hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-06-02T18:00:00,2026-08-12T08:36:22
FB00000056,U000395,PLAN000895,WHS00016438,WHI000071963,WPI00015730,EX0125,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Back""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Machine Lateral Raise tạo cảm giác không thật ổn ở Back, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-03-25T18:00:00,2026-08-12T08:36:22
FB00000057,U000394,PLAN000894,WHS00016421,WHI000071913,WPI00015718,EX0004,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Push-Up, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-05-02T18:00:00,2026-08-12T08:36:22
FB00000058,U000392,PLAN000892,WHS00016384,WHI000071801,WPI00015694,EX0004,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Push-Up tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, ở phần cuối buổi.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-04-04T18:00:00,2026-08-12T08:36:22
FB00000059,U000390,PLAN000890,WHS00016348,WHI000071685,WPI00015667,EX0194,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Knee""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Burpee, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-01-14T18:00:00,2026-08-12T08:36:22
FB00000060,U000389,PLAN000889,WHS00016341,WHI000071678,WPI00015660,EX0004,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Push-Up, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong lần đánh giá hôm nay.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-01-21T18:00:00,2026-08-12T08:36:22
FB00000061,U000389,PLAN000889,WHS00016325,WHI000071662,WPI00015664,EX0277,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Knee""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Tôi cảm thấy mild discomfort ở Knee khi tập Crab Walk, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-03-20T18:00:00,2026-08-12T08:36:22
FB00000062,U000387,PLAN000887,WHS00016297,WHI000071590,WPI00015639,EX0227,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Pain,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Review Safety,"Khi thực hiện Mountain Climbers, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, sau khi hoàn thành phần chính.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-01-21T18:00:00,2026-08-12T08:36:22
FB00000063,U000387,PLAN000887,WHS00016292,WHI000071564,WPI00015645,EX0160,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Reverse Crunch, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-01-26T18:00:00,2026-08-12T08:36:22
FB00000064,U000386,PLAN000886,WHS00016281,WHI000071514,WPI00015636,EX0326,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Knee""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Seated Outer Thigh Abductor Machine tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-02-27T18:00:00,2026-08-12T08:36:22
FB00000065,U000385,PLAN000885,WHS00016262,WHI000071448,WPI00015620,EX0026,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Plank tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-04-29T18:00:00,2026-08-12T08:36:22
FB00000066,U000382,PLAN000882,WHS00016210,WHI000071255,WPI00015566,EX0160,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Reverse Crunch, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-03-17T18:00:00,2026-08-12T08:36:22
FB00000067,U000381,PLAN000881,WHS00016194,WHI000071160,WPI00015552,EX0143,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Knee""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Glute Kickback Machine, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-07-04T18:00:00,2026-08-12T08:36:22
FB00000068,U000381,PLAN000881,WHS00016189,WHI000071133,WPI00015561,EX0047,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Knee""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Machine Hip Abductor, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, sau khi hoàn thành phần chính.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-01-11T18:00:00,2026-08-12T08:36:22
FB00000069,U000380,PLAN000880,WHS00016177,WHI000071083,WPI00015550,EX0004,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Push-Up, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-02-13T18:00:00,2026-08-12T08:36:22
FB00000070,U000376,PLAN000876,WHS00016110,WHI000070752,WPI00015483,EX0197,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Machine Assisted Dip, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, ở bối cảnh lịch tập này.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-02-06T18:00:00,2026-08-12T08:36:22
FB00000071,U000376,PLAN000876,WHS00016105,WHI000070724,WPI00015487,EX0037,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Dumbbell Hammer Curl, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-03-04T18:00:00,2026-08-12T08:36:22
FB00000072,U000375,PLAN000875,WHS00016072,WHI000070506,WPI00015469,EX0250,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Knee""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Tôi cảm thấy mild discomfort ở Knee khi tập Single-Leg Leg Press, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, ở lần ghi nhận gần đây.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-01-10T18:00:00,2026-08-12T08:36:22
FB00000073,U000374,PLAN000874,WHS00016056,WHI000070409,WPI00015443,EX0179,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Dead Bug, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, khi theo giáo án hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-03-09T18:00:00,2026-08-12T08:36:22
FB00000074,U000372,PLAN000872,WHS00016021,WHI000070296,WPI00015422,EX0004,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Push-Up, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-06-15T18:00:00,2026-08-12T08:36:22
FB00000075,U000370,PLAN000870,WHS00015987,WHI000070164,WPI00015398,EX0004,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Push-Up, nên muốn replace exercise trước buổi sau. Mức đánh giá 2/5, trong nhịp tập tuần này.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-04-26T18:00:00,2026-08-12T08:36:22
FB00000076,U000369,PLAN000869,WHS00015965,WHI000070047,WPI00015376,EX0227,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Mountain Climbers, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, sau khi hoàn thành phần chính.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-06-29T18:00:00,2026-08-12T08:36:22
FB00000077,U000362,PLAN000862,WHS00015845,WHI000069639,WPI00015281,EX0004,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Push-Up, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, khi theo giáo án hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-07-22T18:00:00,2026-08-12T08:36:22
FB00000078,U000362,PLAN000862,WHS00015840,WHI000069626,WPI00015292,EX0004,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Push-Up tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, ở phần cuối buổi.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-01-08T18:00:00,2026-08-12T08:36:22
FB00000079,U000361,PLAN000861,WHS00015823,WHI000069575,WPI00015267,EX0004,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Khi thực hiện Push-Up, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 2/5, khi theo giáo án hiện tại.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-03-08T18:00:00,2026-08-12T08:36:22
FB00000080,U000357,PLAN000857,WHS00015755,WHI000069356,WPI00015215,EX0152,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Joint discomfort""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Cross-Body Cable Triceps Extension tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, trong buổi tập này.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-05-13T18:00:00,2026-08-12T08:36:22
FB00000081,U000355,PLAN000855,WHS00015712,WHI000069068,WPI00015184,EX0269,Exercise,Safety,1,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Knee""]",Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Tôi cảm thấy mild discomfort ở Knee khi tập Glute Bridge March, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.","[""Needs adjustment"",""Too hard"",""Low enjoyment"",""Discomfort""]",after_exercise,Active,Synthetic,True,2026-03-01T18:00:00,2026-08-12T08:36:22
