exercise_id,exercise_name,aliases,category,body_region,mechanics_type,movement_pattern,force_type,kinetic_chain,laterality,equipment,load_position,primary_muscles,secondary_muscles,stabilizer_muscles,movement_planes,joint_actions,range_of_motion_type,resistance_profile,muscle_length_bias,axial_loading,minimum_training_level,technical_complexity_score,coordination_requirement,stability_requirement,mobility_requirement,balance_requirement,systemic_fatigue_score,local_fatigue_score,recommended_goals,relative_injury_risk,joint_stress_areas,contraindications,exercise_setup,execution_steps,common_mistakes,cues,breathing_pattern,progressions,regressions,alternatives,met_value,source_ids,record_status,last_reviewed_date
EX0105,Lateral Band Walk,"[""Monster Walk"", ""Banded Side Step""]",Resistance Training,Lower Body,Isolation,Hip Abduction,Push,Closed Chain,Alternating,"[""Resistance Band""]",Bodyweight,"[""Gluteus Medius"", ""Gluteus Minimus""]","[""Tensor Fasciae Latae""]","[""Core"", ""Quadriceps""]","[""Frontal""]","[""Hip Abduction""]",Partial,Ascending,Shortened,Low,Beginner,1.5,2,3,1.5,3,1.5,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Hip"", ""Knee""]","[""Severe hip osteoarthritis""]",Place a mini resistance band around your ankles or just above your knees. Adopt a quarter-squat athletic stance.,"[""Step laterally to one side, keeping tension on the band."", ""Slowly bring the trailing leg in, but do not let the band lose tension."", ""Repeat for desired reps, then switch directions.""]","[""Standing straight up instead of staying in a squat"", ""Letting the feet drag"", ""Losing band tension between steps""]","[""Stay low"", ""Lead with the heel"", ""Keep constant tension""]",Breathe continuously.,"[""Band around toes (harder)"", ""Heavier band""]","[""Band above knees (easier)"", ""Clamshells""]","[""Machine Hip Abductor"", ""Cable Hip Abduction""]",2,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0106,Copenhagen Plank,"[""Copenhagen Adductor Exercise""]",Bodyweight,Lower Body,Isometric,Hip Adduction,Static,Closed Chain,Unilateral,"[""Bench""]",Bodyweight,"[""Adductors (Longus, Magnus, Brevis)"", ""Gracilis""]","[""Obliques"", ""Gluteus Medius (bottom leg)""]","[""Core"", ""Shoulder (stabilizing arm)""]","[""Frontal""]","[""Isometric Hip Adduction""]",,Constant,Mid-Range,Low,Advanced,3.5,3.5,5,2,4,2.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Groin"", ""Shoulder""]","[""Acute groin pull"", ""Shoulder instability""]",Place your top foot/ankle on a bench and your bottom elbow on the floor (side plank position).,"[""Press the top foot into the bench to lift your hips and bottom leg off the floor."", ""Your body should form a straight line."", ""Hold this isometric position, squeezing the inner thigh of the top leg.""]","[""Hips sagging toward the floor"", ""Hips rotated backward"", ""Bending the top knee (if performing the straight-leg version)""]","[""Push the bench down"", ""Squeeze the inner thigh"", ""Keep body in a straight line""]",Breathe steadily and rhythmically.,"[""Dynamic Copenhagen (lowering and raising hips)""]","[""Bent-Knee Copenhagen Plank (knee on bench)""]","[""Machine Hip Adductor"", ""Side-Lying Hip Adduction""]",3,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0107,Bicycle Crunch,"[""Alternating Bicycle""]",Bodyweight,Core,Compound,Trunk Rotation,Pull,Open Chain,Alternating,"[""Mat""]",Bodyweight,"[""Rectus Abdominis"", ""Obliques""]","[""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Transverse Abdominis""]","[""Sagittal"", ""Transverse""]","[""Spinal Flexion"", ""Spinal Rotation"", ""Hip Flexion""]",Partial,Constant,Shortened,Low,Beginner,2,3,2.5,2,1.5,2,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Lower Back"", ""Neck""]","[""Lumbar disc herniation"", ""Neck strain""]","Lie on your back with your lower back pressed into the floor. Place your hands lightly behind your head, elbows wide.","[""Lift your head, shoulders, and legs off the floor."", ""Bring your right knee toward your chest while simultaneously twisting your torso to bring your left elbow toward the right knee."", ""Extend the right leg while bringing the left knee in and twisting the right elbow to the left knee.""]","[""Pulling on the neck with the hands"", ""Rushing the movement and using momentum"", ""Not fully extending the non-working leg""]","[""Shoulder to knee, not elbow to knee"", ""Keep elbows wide"", ""Slow and controlled""]","Exhale as you twist toward the knee, inhale as you transition.","[""Weighted Bicycle Crunch"", ""Slow Motion Bicycle Crunch""]","[""Dead Bug"", ""Basic Floor Crunch""]","[""Russian Twist"", ""Cross-Body Crunch""]",3,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0108,Decline Crunch,"[""Decline Sit-up""]",Bodyweight,Core,Isolation,Trunk Flexion,Pull,Open Chain,Bilateral,"[""Decline Bench""]",Bodyweight,"[""Rectus Abdominis""]","[""Hip Flexors"", ""Obliques""]","[""None""]","[""Sagittal""]","[""Spinal Flexion""]",Full,Ascending,Shortened,Low,Intermediate,2,2,2,1.5,1,2,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Lower Back""]","[""Lumbar disc herniation""]",Secure your feet at the top of a decline bench. Lie back completely.,"[""Place your hands across your chest or lightly behind your ears."", ""Flex your spine to crunch your torso upward, focusing on bringing your ribs to your pelvis."", ""Slowly lower your torso back down under control until you feel a stretch in the abs.""]","[""Using momentum to throw the body up"", ""Pulling the neck forward"", ""Keeping the back flat instead of curling the spine""]","[""Round the upper back"", ""Crunch ribs to pelvis"", ""Control the descent""]","Exhale while crunching up, inhale while lowering.","[""Weighted Decline Crunch"", ""Decline Russian Twist""]","[""Flat Floor Crunch"", ""Machine Crunch""]","[""Cable Crunch"", ""Floor Crunch""]",3.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0109,Chest-Supported Rear Delt Row,"[""Wide Grip Chest-Supported Row""]",Resistance Training,Upper Body,Isolation,Horizontal Pull,Pull,Open Chain,Bilateral,"[""Dumbbell"", ""Incline Bench""]",Anterior,"[""Posterior Deltoid""]","[""Rhomboids"", ""Middle Trapezius"", ""Infraspinatus""]","[""None""]","[""Transverse""]","[""Shoulder Horizontal Abduction"", ""Elbow Flexion""]",Full,Ascending,Shortened,Low,Intermediate,2,2,1,1.5,1,2,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder""]","[""None""]","Set a bench to a low incline. Lie face down with your chest supported, holding a dumbbell in each hand with a pronated (overhand) grip.","[""Flare your elbows out to 90 degrees."", ""Row the weights up by driving your elbows out and back."", ""Squeeze your rear delts at the top, then slowly lower the weights.""]","[""Tucking the elbows in (shifts focus to lats)"", ""Lifting the chest off the bench"", ""Using excessive weight""]","[""Elbows wide at 90 degrees"", ""Squeeze the back of the shoulder"", ""Chest glued to pad""]","Exhale while rowing, inhale while lowering.","[""Pause Rear Delt Row"", ""Heavier Load""]","[""Lighter Load"", ""Bent-Over Rear Delt Fly""]","[""Reverse Pec Deck Fly"", ""Cable Face Pull""]",2.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0110,Dumbbell Seated Calf Raise,"[""Free Weight Seated Calf Raise""]",Resistance Training,Lower Body,Isolation,Ankle Plantarflexion,Push,Closed Chain,Bilateral,"[""Dumbbell"", ""Flat Bench"", ""Weight Plate or Block""]",Anterior,"[""Soleus""]","[""Gastrocnemius""]","[""None""]","[""Sagittal""]","[""Ankle Plantarflexion""]",Full,Ascending,Lengthened,Low,Beginner,1,1.5,1.5,2,1.5,1,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Ankle""]","[""Achilles tendinopathy""]",Sit on a bench with the balls of your feet on a block or weight plate. Rest a heavy dumbbell on top of each knee.,"[""Lower your heels toward the floor until you feel a deep stretch in the calves."", ""Press through the balls of your feet to raise your heels as high as possible."", ""Hold the squeeze at the top.""]","[""Not getting a full stretch at the bottom"", ""Bouncing the weight"", ""Dumbbells rolling off the knees""]","[""Deep stretch"", ""Drive up high"", ""Control the weight on the knees""]","Exhale while lifting heels, inhale while lowering.","[""Barbell Seated Calf Raise"", ""Machine Seated Calf Raise""]","[""Bodyweight Seated Calf Raise""]","[""Machine Seated Calf Raise"", ""Standing Calf Raise""]",2,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0111,Bulgarian Split Squat,"[""Rear Foot Elevated Split Squat"", ""RFESS""]",Resistance Training,Lower Body,Compound,Squat,Push,Closed Chain,Unilateral,"[""Dumbbell"", ""Bench""]",Lateral,"[""Quadriceps"", ""Gluteus Maximus""]","[""Hamstrings""]","[""Core"", ""Gluteus Medius""]","[""Sagittal""]","[""Hip Extension"", ""Knee Extension""]",Full,Ascending,Lengthened,Moderate,Intermediate,3.5,4,4.5,3.5,4.5,4.5,5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Knee"", ""Ankle""]","[""Knee instability"", ""Poor balance""]",Stand a few feet in front of a bench. Reach one foot back and rest the top of your foot on the bench. Hold dumbbells in each hand.,"[""Keep your chest up and core braced. Lower your body until your front thigh is parallel to the floor."", ""Your back knee should hover just above the floor."", ""Drive through the heel of your front foot to return to the starting position.""]","[""Front knee caving inward"", ""Standing too close or too far from the bench"", ""Arching the lower back""]","[""Drop straight down"", ""Drive through the front heel"", ""Keep chest proud""]","Inhale while descending, exhale while pushing up.","[""Barbell Bulgarian Split Squat"", ""Deficit Bulgarian Split Squat""]","[""Split Squat (foot on floor)"", ""Bodyweight Bulgarian Split Squat""]","[""Walking Lunge"", ""Leg Press""]",5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0112,Pendlay Row,"[""Strict Barbell Row"", ""Dead-Stop Row""]",Resistance Training,Upper Body,Compound,Horizontal Pull,Pull,Open Chain,Bilateral,"[""Barbell"", ""Weight Plates""]",Anterior,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Trapezius"", ""Posterior Deltoid"", ""Biceps Brachii""]","[""Erector Spinae"", ""Hamstrings"", ""Core""]","[""Sagittal"", ""Transverse""]","[""Shoulder Extension"", ""Shoulder Horizontal Abduction"", ""Elbow Flexion"", ""Scapular Retraction""]",Full,Ascending,Lengthened,Moderate,Intermediate,4,4,3.5,3.5,3,4.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Lower Back"", ""Shoulder""]","[""Lumbar disc herniation""]",Approach the barbell as if doing a deadlift. Hinge at the hips until your torso is strictly parallel to the floor.,"[""Grip the bar slightly wider than shoulder-width."", ""Explosively pull the bar to your lower chest/upper stomach without raising your torso."", ""Return the bar completely to the floor for a dead stop before the next rep.""]","[""Raising the torso during the pull (turning it into a standard bent-over row)"", ""Bouncing the bar off the floor"", ""Not letting the weight settle between reps""]","[""Keep torso parallel to the floor"", ""Explode up, control down"", ""Dead stop every rep""]","Inhale and brace before pulling, exhale upon returning to the floor.","[""Heavier Pendlay Row"", ""Deficit Pendlay Row""]","[""Standard Barbell Row"", ""Chest-Supported Row""]","[""Barbell Bent-Over Row"", ""Seal Row""]",4.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0113,Seal Row,"[""Bench Pull"", ""Cambered Bar Row""]",Resistance Training,Upper Body,Compound,Horizontal Pull,Pull,Open Chain,Bilateral,"[""Barbell"", ""High Flat Bench""]",Anterior,"[""Latissimus Dorsi"", ""Rhomboids"", ""Middle Trapezius""]","[""Posterior Deltoid"", ""Biceps Brachii""]","[""None""]","[""Transverse"", ""Sagittal""]","[""Shoulder Extension"", ""Elbow Flexion"", ""Scapular Retraction""]",Full,Ascending,Shortened,Low,Intermediate,2,2,1,2,1,3,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Elbow""]","[""Rib injury""]",Lie face down on an elevated flat bench (high enough so the plates don't hit the floor). Grab the barbell placed under the bench.,"[""Pull the barbell straight up toward the underside of the bench."", ""Squeeze your shoulder blades together at the top."", ""Lower the bar back to a full dead hang.""]","[""Lifting the head and chest off the bench"", ""Using momentum"", ""Shortening the range of motion""]","[""Chest glued to the bench"", ""Squeeze the upper back"", ""Full stretch at the bottom""]","Exhale while rowing, inhale while lowering.","[""Pause Seal Row"", ""Dumbbell Seal Row""]","[""Chest-Supported Dumbbell Row""]","[""Pendlay Row"", ""Chest-Supported T-Bar Row""]",3.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0114,Z Press,"[""Seated Barbell Press on Floor""]",Resistance Training,Upper Body,Compound,Vertical Push,Push,Open Chain,Bilateral,"[""Barbell""]",Anterior,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Lateral Deltoid"", ""Upper Trapezius""]","[""Core"", ""Hip Flexors"", ""Erector Spinae""]","[""Sagittal"", ""Frontal""]","[""Shoulder Flexion"", ""Elbow Extension""]",Full,Ascending,Mid-Range,High,Advanced,4.5,4,5,4.5,4,4,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",High,"[""Shoulder"", ""Lower Back"", ""Hip""]","[""Poor hamstring mobility"", ""Lumbar disc issues""]","Sit on the floor with your legs straight out in front of you, spread in a V-shape. Hold a barbell at shoulder height.","[""Keep your torso perfectly upright using your core and hip flexors."", ""Press the barbell overhead to full lockout."", ""Lower the bar under control back to your shoulders without slouching.""]","[""Leaning backward to press the weight"", ""Bending the knees"", ""Rounding the lower back""]","[""Sit tall"", ""Brace the core hard"", ""Press straight up""]","Exhale while pressing, inhale while lowering.","[""Pause Z Press"", ""Dumbbell Z Press""]","[""Seated Overhead Press (on bench)""]","[""Overhead Press"", ""Seated Dumbbell Press""]",4.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
