plan_id,user_id,username_snapshot,primary_goal_snapshot,secondary_goal_snapshot,training_level_snapshot,plan_name,plan_type,plan_start_date,plan_end_date,duration_weeks,days_per_week,split_type,session_duration_target_min,progression_strategy,weekly_set_target,session_volume_target,deload_strategy,plan_status,generation_source,generator_version,plan_version,exercise_item_count,rationale,safety_notes,created_at,updated_at
PLAN000060,U000060,user060,Athletic Performance,Fat Loss,Advanced,8-Week Athletic Performance - Auto,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,75,Double Progression,33,11,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,12,"Generated from U000060 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000061,U000061,user061,Strength,Rehabilitation and Joint Health,Intermediate,8-Week Strength - Full Body,Personalized,2026-08-10,2026-10-04,8,6,Full Body,45,Auto,71,11.83,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,36,"Generated from U000061 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000062,U000062,user062,Rehabilitation and Joint Health,Fat Loss,Beginner,8-Week Rehabilitation and Joint Health - Auto,Personalized,2026-08-10,2026-10-04,8,3,Auto,60,Linear Progression,24,8,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,12,"Generated from U000062 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T08:30,2026-08-10T08:30
PLAN000063,U000063,user063,Athletic Performance,Mobility and Flexibility,Advanced,8-Week Athletic Performance - Full Body,Personalized,2026-08-10,2026-10-04,8,4,Full Body,45,Double Progression,60,15,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,24,"Generated from U000063 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000064,U000064,user064,Muscle Gain,Mobility and Flexibility,Intermediate,8-Week Muscle Gain - Push Pull Legs,Personalized,2026-08-10,2026-10-04,8,3,Push Pull Legs,60,Double Progression,45,15,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,15,"Generated from U000064 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T08:30,2026-08-10T08:30
PLAN000065,U000065,user065,General Fitness,Mobility and Flexibility,Advanced,8-Week General Fitness - Body Part Split,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,45,Auto,22,7.33,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,11,"Generated from U000065 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000066,U000066,user066,Fat Loss,General Fitness,Intermediate,8-Week Fat Loss - Upper Lower,Personalized,2026-08-10,2026-10-04,8,4,Upper Lower,75,Linear Progression,56,14,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,28,"Generated from U000066 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000067,U000067,user067,Strength,Muscle Gain,Advanced,8-Week Strength - Push Pull Legs,Personalized,2026-08-10,2026-10-04,8,5,Push Pull Legs,60,RPE-Based,55,11,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,20,"Generated from U000067 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000068,U000068,user068,Athletic Performance,General Fitness,Intermediate,8-Week Athletic Performance - Body Part Split,Personalized,2026-08-10,2026-10-04,8,2,Body Part Split,45,Auto,14,7,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,6,"Generated from U000068 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000069,U000069,user069,Athletic Performance,Muscle Gain,Intermediate,8-Week Athletic Performance - Auto,Personalized,2026-08-10,2026-10-04,8,4,Push Pull Legs,75,RPE-Based,24,6,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,12,"Generated from U000069 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000070,U000070,user070,General Fitness,Strength,Advanced,8-Week General Fitness - Auto,Personalized,2026-08-10,2026-10-04,8,2,Auto,75,Double Progression,28,14,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,14,"Generated from U000070 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T08:30,2026-08-10T08:30
PLAN000071,U000071,user071,Muscle Gain,General Fitness,Beginner,8-Week Muscle Gain - Auto,Personalized,2026-08-10,2026-10-04,8,2,Body Part Split,75,RPE-Based,6,3,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,2,"Generated from U000071 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000072,U000072,user072,Fat Loss,General Fitness,Intermediate,8-Week Fat Loss - Auto,Personalized,2026-08-10,2026-10-04,8,6,Auto,75,Linear Progression,12,2,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,6,"Generated from U000072 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000073,U000073,user073,Strength,General Fitness,Advanced,8-Week Strength - Body Part Split,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,75,Auto,35,11.67,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,13,"Generated from U000073 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000074,U000074,user074,Fat Loss,Strength,Intermediate,8-Week Fat Loss - Auto,Personalized,2026-08-10,2026-10-04,8,4,Auto,60,Auto,8,2,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,4,"Generated from U000074 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000075,U000075,user075,Athletic Performance,Muscle Gain,Intermediate,8-Week Athletic Performance - Body Part Split,Personalized,2026-08-10,2026-10-04,8,2,Body Part Split,75,Linear Progression,21,10.5,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,7,"Generated from U000075 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000076,U000076,user076,Athletic Performance,Muscle Gain,Advanced,8-Week Athletic Performance - Body Part Split,Personalized,2026-08-10,2026-10-04,8,4,Body Part Split,75,RPE-Based,39,9.75,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,14,"Generated from U000076 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T08:30,2026-08-10T08:30
PLAN000077,U000077,user077,Athletic Performance,Muscle Gain,Intermediate,8-Week Athletic Performance - Auto,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,75,Double Progression,39,19.5,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,14,"Generated from U000077 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000078,U000078,user078,Muscle Gain,Fat Loss,Advanced,8-Week Muscle Gain - Body Part Split,Personalized,2026-08-10,2026-10-04,8,6,Body Part Split,75,Double Progression,81,13.5,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,28,"Generated from U000078 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000079,U000079,user079,Athletic Performance,Strength,Advanced,8-Week Athletic Performance - Auto,Personalized,2026-08-10,2026-10-04,8,3,Push Pull Legs,75,RPE-Based,27,9,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,12,"Generated from U000079 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000080,U000080,user080,Strength,Mobility and Flexibility,Advanced,8-Week Strength - Auto,Personalized,2026-08-10,2026-10-04,8,3,Auto,60,RPE-Based,51,17,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,18,"Generated from U000080 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T08:30,2026-08-10T08:30
PLAN000081,U000081,user081,Muscle Gain,Athletic Performance,Advanced,8-Week Muscle Gain - Upper Lower,Personalized,2026-08-10,2026-10-04,8,6,Upper Lower,75,Auto,126,21,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,42,"Generated from U000081 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000082,U000082,user082,Muscle Gain,Athletic Performance,Intermediate,8-Week Muscle Gain - Auto,Personalized,2026-08-10,2026-10-04,8,6,Upper Lower,60,Double Progression,78,13,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,30,"Generated from U000082 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000083,U000083,user083,Strength,Fat Loss,Advanced,8-Week Strength - Auto,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,45,Double Progression,21,7,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,9,"Generated from U000083 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T08:30,2026-08-10T08:30
PLAN000084,U000084,user084,Fat Loss,Athletic Performance,Advanced,8-Week Fat Loss - Auto,Personalized,2026-08-10,2026-10-04,8,5,Upper Lower,60,Double Progression,60,12,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,30,"Generated from U000084 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000085,U000085,user085,Rehabilitation and Joint Health,Muscle Gain,Advanced,8-Week Rehabilitation and Joint Health - Body Part Split,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,90,RPE-Based,10,3.33,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,5,"Generated from U000085 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T08:30,2026-08-10T08:30
PLAN000086,U000086,user086,Strength,Muscle Gain,Intermediate,8-Week Strength - Auto,Personalized,2026-08-10,2026-10-04,8,6,Auto,90,Double Progression,66,11,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,30,"Generated from U000086 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000087,U000087,user087,Athletic Performance,Mobility and Flexibility,Advanced,8-Week Athletic Performance - Upper Lower,Personalized,2026-08-10,2026-10-04,8,4,Upper Lower,60,RPE-Based,66,16.5,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,24,"Generated from U000087 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000088,U000088,user088,Muscle Gain,Muscular Endurance,Advanced,8-Week Muscle Gain - Auto,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,75,Linear Progression,42,21,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,14,"Generated from U000088 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000089,U000089,user089,Muscular Endurance,Fat Loss,Advanced,8-Week Muscular Endurance - Auto,Personalized,2026-08-10,2026-10-04,8,3,Auto,60,Double Progression,36,12,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,18,"Generated from U000089 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000090,U000090,user090,Mobility and Flexibility,Athletic Performance,Intermediate,8-Week Mobility and Flexibility - Auto,Personalized,2026-08-10,2026-10-04,8,2,Body Part Split,75,Auto,12,6,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,6,"Generated from U000090 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000091,U000091,user091,Muscular Endurance,Athletic Performance,Intermediate,8-Week Muscular Endurance - Auto,Personalized,2026-08-10,2026-10-04,8,4,Upper Lower,60,Double Progression,48,12,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,24,"Generated from U000091 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000092,U000092,user092,General Fitness,Fat Loss,Advanced,8-Week General Fitness - Full Body,Personalized,2026-08-10,2026-10-04,8,3,Full Body,75,RPE-Based,48,16,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,24,"Generated from U000092 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000093,U000093,user093,Fat Loss,Athletic Performance,Beginner,8-Week Fat Loss - Auto,Personalized,2026-08-10,2026-10-04,8,4,Upper Lower,75,Linear Progression,24,6,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,12,"Generated from U000093 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000094,U000094,user094,General Fitness,Rehabilitation and Joint Health,Beginner,8-Week General Fitness - Auto,Personalized,2026-08-10,2026-10-04,8,6,Auto,75,RPE-Based,36,6,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,18,"Generated from U000094 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T08:30,2026-08-10T08:30
PLAN000095,U000095,user095,Muscle Gain,Strength,Advanced,8-Week Muscle Gain - Auto,Personalized,2026-08-10,2026-10-04,8,6,Chest Back Legs,90,Auto,111,18.5,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,48,"Generated from U000095 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000096,U000096,user096,Strength,Muscular Endurance,Advanced,8-Week Strength - Body Part Split,Personalized,2026-08-10,2026-10-04,8,6,Body Part Split,90,RPE-Based,98,16.33,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,38,"Generated from U000096 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
